,feature1,feature2,correlation,Abs Correlation
22,% Total Population: American Indian and Alaska Native Alone,EP_AIAN,0.997909090695574,0.997909090695574
986,F_THEME1,F_TOTAL,0.9973726531204351,0.9973726531204351
1270,F_TOTAL,F_THEME1,0.9973726531204351,0.9973726531204351
1264,F_THEME4,F_TOTAL,0.9963817366533498,0.9963817366533498
1284,F_TOTAL,F_THEME4,0.9963817366533498,0.9963817366533498
1276,F_TOTAL,F_THEME2,0.9962929507832663,0.9962929507832663
1106,F_THEME2,F_TOTAL,0.9962929507832663,0.9962929507832663
1144,F_THEME3,F_TOTAL,0.9950196587437614,0.9950196587437614
1125,F_MINRTY,F_TOTAL,0.9950196587437614,0.9950196587437614
1278,F_TOTAL,F_THEME3,0.9950196587437614,0.9950196587437614
1277,F_TOTAL,F_MINRTY,0.9950196587437614,0.9950196587437614
946,F_NOHSDP,F_TOTAL,0.9948952507909097,0.9948952507909097
1268,F_TOTAL,F_NOHSDP,0.9948952507909097,0.9948952507909097
886,F_POV150,F_TOTAL,0.9948753940223417,0.9948753940223417
1265,F_TOTAL,F_POV150,0.9948753940223417,0.9948753940223417
1281,F_TOTAL,F_CROWD,0.9947677075888153,0.9947677075888153
1204,F_CROWD,F_TOTAL,0.9947677075888153,0.9947677075888153
1066,F_SNGPNT,F_TOTAL,0.9947401457211605,0.9947401457211605
1274,F_TOTAL,F_SNGPNT,0.9947401457211605,0.9947401457211605
906,F_UNEMP,F_TOTAL,0.9947362344076334,0.9947362344076334
1266,F_TOTAL,F_UNEMP,0.9947362344076334,0.9947362344076334
1224,F_NOVEH,F_TOTAL,0.9946945345436723,0.9946945345436723
1282,F_TOTAL,F_NOVEH,0.9946945345436723,0.9946945345436723
1086,F_LIMENG,F_TOTAL,0.9946708070844039,0.9946708070844039
1275,F_TOTAL,F_LIMENG,0.9946708070844039,0.9946708070844039
966,F_UNINSUR,F_TOTAL,0.9946547902281447,0.9946547902281447
1269,F_TOTAL,F_UNINSUR,0.9946547902281447,0.9946547902281447
1026,F_AGE17,F_TOTAL,0.9945661798059566,0.9945661798059566
1272,F_TOTAL,F_AGE17,0.9945661798059566,0.9945661798059566
926,F_HBURD,F_TOTAL,0.9944818227736614,0.9944818227736614
1267,F_TOTAL,F_HBURD,0.9944818227736614,0.9944818227736614
1280,F_TOTAL,F_MOBILE,0.9944687555820825,0.9944687555820825
1184,F_MOBILE,F_TOTAL,0.9944687555820825,0.9944687555820825
1273,F_TOTAL,F_DISABL,0.9942928034446882,0.9942928034446882
1046,F_DISABL,F_TOTAL,0.9942928034446882,0.9942928034446882
1283,F_TOTAL,F_GROUPQ,0.9942602383929082,0.9942602383929082
1244,F_GROUPQ,F_TOTAL,0.9942602383929082,0.9942602383929082
1164,F_MUNIT,F_TOTAL,0.9941128397203118,0.9941128397203118
1279,F_TOTAL,F_MUNIT,0.9941128397203118,0.9941128397203118
1271,F_TOTAL,F_AGE65,0.9938954586663844,0.9938954586663844
1006,F_AGE65,F_TOTAL,0.9938954586663844,0.9938954586663844
624,RPL_THEME1,SPL_THEME1,0.9937123698168444,0.9937123698168444
586,SPL_THEME1,RPL_THEME1,0.9937123698168444,0.9937123698168444
308,%Total Elderly Population,EP_AGE65,0.9922819653068715,0.9922819653068715
386,EP_AGE65,%Total Elderly Population,0.9922819653068715,0.9922819653068715
26,% Total Population: Asian Alone,EP_ASIAN,0.9921707416531657,0.9921707416531657
1320,EP_ASIAN,% Total Population: Asian Alone,0.9921707416531657,0.9921707416531657
866,RPL_THEMES,SPL_THEMES,0.9905066196924605,0.9905066196924605
837,SPL_THEMES,RPL_THEMES,0.9905066196924605,0.9905066196924605
1367,%NOINT,EP_NOINT,0.9894845043930428,0.9894845043930428
1303,EP_NOINT,%NOINT,0.9894845043930428,0.9894845043930428
79,% Population 16 Years and Over: in Labor Force: Civilian: Employed,% Population 16 Years and Over: in Labor Force: Civilian,0.9859925417132617,0.9859925417132617
60,% Population 16 Years and Over: in Labor Force: Civilian,% Population 16 Years and Over: in Labor Force: Civilian: Employed,0.9859925417132617,0.9859925417132617
395,EP_AGE17,%Total Child Population,0.9852257515930833,0.9852257515930833
1329,%Total Child Population,EP_AGE17,0.9852257515930833,0.9852257515930833
410,EP_DISABL,%Population with Disability,0.9845946085843964,0.9845946085843964
1342,%Population with Disability,EP_DISABL,0.9845946085843964,0.9845946085843964
805,RPL_THEME4,SPL_THEME4,0.9841622774035159,0.9841622774035159
795,SPL_THEME4,RPL_THEME4,0.9841622774035159,0.9841622774035159
359,EP_NOHSDP,%Total Less than High School,0.9826323816826781,0.9826323816826781
290,%Total Less than High School,EP_NOHSDP,0.9826323816826781,0.9826323816826781
40,% Population 16 Years and Over: in Labor Force,% Population 16 Years and Over: in Labor Force: Civilian,0.9779790532592753,0.9779790532592753
59,% Population 16 Years and Over: in Labor Force: Civilian,% Population 16 Years and Over: in Labor Force,0.9779790532592753,0.9779790532592753
107,% Population 16 Years and Over: Not in Labor Force,% Population 16 Years and Over: in Labor Force: Civilian,-0.9779790532592751,0.9779790532592751
61,% Population 16 Years and Over: in Labor Force: Civilian,% Population 16 Years and Over: Not in Labor Force,-0.9779790532592751,0.9779790532592751
376,EP_UNINSUR,% Total: with Health Insurance Coverage,-0.9765586452861388,0.9765586452861388
246,% Total: with Health Insurance Coverage,EP_UNINSUR,-0.9765586452861388,0.9765586452861388
236,% Total: No Health Insurance Coverage,EP_UNINSUR,0.9765586452861381,0.9765586452861381
375,EP_UNINSUR,% Total: No Health Insurance Coverage,0.9765586452861381,0.9765586452861381
691,SPL_THEME2,RPL_THEME2,0.9753101790728566,0.9753101790728566
702,RPL_THEME2,SPL_THEME2,0.9753101790728566,0.9753101790728566
525,EPL_HBURD,EP_HBURD,0.964335874234302,0.964335874234302
352,EP_HBURD,EPL_HBURD,0.964335874234302,0.964335874234302
658,EPL_DISABL,EP_DISABL,0.9638604987737466,0.9638604987737466
408,EP_DISABL,EPL_DISABL,0.9638604987737466,0.9638604987737466
78,% Population 16 Years and Over: in Labor Force: Civilian: Employed,% Population 16 Years and Over: in Labor Force,0.963526945324873,0.963526945324873
41,% Population 16 Years and Over: in Labor Force,% Population 16 Years and Over: in Labor Force: Civilian: Employed,0.963526945324873,0.963526945324873
108,% Population 16 Years and Over: Not in Labor Force,% Population 16 Years and Over: in Labor Force: Civilian: Employed,-0.9635269453248726,0.9635269453248726
80,% Population 16 Years and Over: in Labor Force: Civilian: Employed,% Population 16 Years and Over: Not in Labor Force,-0.9635269453248726,0.9635269453248726
328,EP_POV150,EPL_POV150,0.9599652857006736,0.9599652857006736
495,EPL_POV150,EP_POV150,0.9599652857006736,0.9599652857006736
195,Median Household Income (In 2021 Inflation Adjusted Dollars),"% Households: $100,000 or More",0.9597893027782789,0.9597893027782789
172,"% Households: $100,000 or More",Median Household Income (In 2021 Inflation Adjusted Dollars),0.9597893027782789,0.9597893027782789
1344,%Population with Disability,EPL_DISABL,0.9470551523264173,0.9470551523264173
662,EPL_DISABL,%Population with Disability,0.9470551523264173,0.9470551523264173
473,EP_MOBILE,EPL_MOBILE,0.9450965969111569,0.9450965969111569
762,EPL_MOBILE,EP_MOBILE,0.9450965969111569,0.9450965969111569
639,EPL_AGE65,EP_AGE65,0.9444492446549462,0.9444492446549462
388,EP_AGE65,EPL_AGE65,0.9444492446549462,0.9444492446549462
364,EP_NOHSDP,EPL_NOHSDP,0.9443475781313725,0.9443475781313725
538,EPL_NOHSDP,EP_NOHSDP,0.9443475781313725,0.9443475781313725
310,%Total Elderly Population,EPL_AGE65,0.9386258946047659,0.9386258946047659
638,EPL_AGE65,%Total Elderly Population,0.9386258946047659,0.9386258946047659
664,EPL_SNGPNT,EP_SNGPNT,0.9364120044553401,0.9364120044553401
416,EP_SNGPNT,EPL_SNGPNT,0.9364120044553401,0.9364120044553401
645,EPL_AGE17,EP_AGE17,0.93136623458214,0.93136623458214
394,EP_AGE17,EPL_AGE17,0.93136623458214,0.93136623458214
536,EPL_NOHSDP,%Total Less than High School,0.9261721554570687,0.9261721554570687
294,%Total Less than High School,EPL_NOHSDP,0.9261721554570687,0.9261721554570687
217,"% Workers 16 Years and Over: Car, Truck, or Van",% Workers 16 Years and Over: Drove Alone,0.9243866940181628,0.9243866940181628
221,% Workers 16 Years and Over: Drove Alone,"% Workers 16 Years and Over: Car, Truck, or Van",0.9243866940181628,0.9243866940181628
722,SPL_THEME3,EP_MINRTY,0.9238544165552698,0.9238544165552698
442,EP_MINRTY,RPL_THEME3,0.9238544165552698,0.9238544165552698
709,EPL_MINRTY,EP_MINRTY,0.9238544165552698,0.9238544165552698
441,EP_MINRTY,SPL_THEME3,0.9238544165552698,0.9238544165552698
440,EP_MINRTY,EPL_MINRTY,0.9238544165552698,0.9238544165552698
735,RPL_THEME3,EP_MINRTY,0.9238544165552698,0.9238544165552698
596,SPL_THEME1,SPL_THEMES,0.9229711498436669,0.9229711498436669
825,SPL_THEMES,SPL_THEME1,0.9229711498436669,0.9229711498436669
635,RPL_THEME1,RPL_THEMES,0.9219862414610072,0.9219862414610072
855,RPL_THEMES,RPL_THEME1,0.9219862414610072,0.9219862414610072
1331,%Total Child Population,EPL_AGE17,0.9197572668913948,0.9197572668913948
647,EPL_AGE17,%Total Child Population,0.9197572668913948,0.9197572668913948
597,SPL_THEME1,RPL_THEMES,0.918268605605951,0.918268605605951
854,RPL_THEMES,SPL_THEME1,0.918268605605951,0.918268605605951
555,EPL_UNINSUR,EP_UNINSUR,0.9165096543564628,0.9165096543564628
380,EP_UNINSUR,EPL_UNINSUR,0.9165096543564628,0.9165096543564628
634,RPL_THEME1,SPL_THEMES,0.9161294817683518,0.9161294817683518
826,SPL_THEMES,RPL_THEME1,0.9161294817683518,0.9161294817683518
431,EP_MINRTY,% Total Population: White Alone,-0.9035299418141727,0.9035299418141727
4,% Total Population: White Alone,EP_MINRTY,-0.9035299418141727,0.9035299418141727
519,EPL_UNEMP,EP_UNEMP,0.8971352580968932,0.8971352580968932
347,EP_UNEMP,EPL_UNEMP,0.8971352580968932,0.8971352580968932
552,EPL_UNINSUR,% Total: No Health Insurance Coverage,0.8943523331911105,0.8943523331911105
238,% Total: No Health Insurance Coverage,EPL_UNINSUR,0.8943523331911105,0.8943523331911105
248,% Total: with Health Insurance Coverage,EPL_UNINSUR,-0.8943523331911098,0.8943523331911098
553,EPL_UNINSUR,% Total: with Health Insurance Coverage,-0.8943523331911098,0.8943523331911098
317,EP_POV150,"% Households: Less than $25,000",0.8937938666940396,0.8937938666940396
135,"% Households: Less than $25,000",EP_POV150,0.8937938666940396,0.8937938666940396
1326,EP_NHPI,% Total Population: Native Hawaiian and Other Pacific Islander Alone,0.8677306169834954,0.8677306169834954
27,% Total Population: Native Hawaiian and Other Pacific Islander Alone,EP_NHPI,0.8677306169834954,0.8677306169834954
102,% Population 16 Years and Over: in Labor Force: Civilian: Unemployed,EP_UNEMP,0.8671571093603344,0.8671571093603344
344,EP_UNEMP,% Population 16 Years and Over: in Labor Force: Civilian: Unemployed,0.8671571093603344,0.8671571093603344
488,EPL_POV150,"% Households: Less than $25,000",0.8654617304347875,0.8654617304347875
139,"% Households: Less than $25,000",EPL_POV150,0.8654617304347875,0.8654617304347875
10,% Total Population: White Alone,RPL_THEME3,-0.8546150014854825,0.8546150014854825
9,% Total Population: White Alone,SPL_THEME3,-0.8546150014854825,0.8546150014854825
8,% Total Population: White Alone,EPL_MINRTY,-0.8546150014854825,0.8546150014854825
718,SPL_THEME3,% Total Population: White Alone,-0.8546150014854825,0.8546150014854825
705,EPL_MINRTY,% Total Population: White Alone,-0.8546150014854825,0.8546150014854825
731,RPL_THEME3,% Total Population: White Alone,-0.8546150014854825,0.8546150014854825
131,"% Households: Less than $25,000",Median Household Income (In 2021 Inflation Adjusted Dollars),-0.8521018096520802,0.8521018096520802
193,Median Household Income (In 2021 Inflation Adjusted Dollars),"% Households: Less than $25,000",-0.8521018096520802,0.8521018096520802
262,%Total University,%Total High school,-0.8484461625750706,0.8484461625750706
280,%Total High school,%Total University,-0.8484461625750706,0.8484461625750706
620,RPL_THEME1,EPL_POV150,0.8413716246921044,0.8413716246921044
503,EPL_POV150,RPL_THEME1,0.8413716246921044,0.8413716246921044
582,SPL_THEME1,EPL_POV150,0.8385891473191589,0.8385891473191589
502,EPL_POV150,SPL_THEME1,0.8385891473191589,0.8385891473191589
575,SPL_THEME1,EP_POV150,0.8187233289279464,0.8187233289279464
331,EP_POV150,SPL_THEME1,0.8187233289279464,0.8187233289279464
332,EP_POV150,RPL_THEME1,0.8117332443094427,0.8117332443094427
613,RPL_THEME1,EP_POV150,0.8117332443094427,0.8117332443094427
171,"% Households: $100,000 or More","% Households: $25,000 to $49,999",-0.8089242098791594,0.8089242098791594
151,"% Households: $25,000 to $49,999","% Households: $100,000 or More",-0.8089242098791594,0.8089242098791594
203,Median Household Income (In 2021 Inflation Adjusted Dollars),EPL_POV150,-0.8071150791274097,0.8071150791274097
492,EPL_POV150,Median Household Income (In 2021 Inflation Adjusted Dollars),-0.8071150791274097,0.8071150791274097
199,Median Household Income (In 2021 Inflation Adjusted Dollars),EP_POV150,-0.8053118002063642,0.8053118002063642
321,EP_POV150,Median Household Income (In 2021 Inflation Adjusted Dollars),-0.8053118002063642,0.8053118002063642
152,"% Households: $25,000 to $49,999",Median Household Income (In 2021 Inflation Adjusted Dollars),-0.8004730268465025,0.8004730268465025
194,Median Household Income (In 2021 Inflation Adjusted Dollars),"% Households: $25,000 to $49,999",-0.8004730268465025,0.8004730268465025
130,"% Households: Less than $25,000","% Households: $100,000 or More",-0.7936758172816736,0.7936758172816736
170,"% Households: $100,000 or More","% Households: Less than $25,000",-0.7936758172816736,0.7936758172816736
429,EP_LIMENG,EP_HISP,0.7891653090752752,0.7891653090752752
1313,EP_HISP,EP_LIMENG,0.7891653090752752,0.7891653090752752
1351,%LIMENG,EP_HISP,0.787488386268358,0.787488386268358
1319,EP_HISP,%LIMENG,0.787488386268358,0.787488386268358
622,RPL_THEME1,EPL_NOHSDP,0.7772814498983156,0.7772814498983156
544,EPL_NOHSDP,RPL_THEME1,0.7772814498983156,0.7772814498983156
543,EPL_NOHSDP,SPL_THEME1,0.7760146350439097,0.7760146350439097
584,SPL_THEME1,EPL_NOHSDP,0.7760146350439097,0.7760146350439097
269,%Total University,EPL_NOHSDP,-0.7706204206962561,0.7706204206962561
535,EPL_NOHSDP,%Total University,-0.7706204206962561,0.7706204206962561
103,% Population 16 Years and Over: in Labor Force: Civilian: Unemployed,EPL_UNEMP,0.7678933065222183,0.7678933065222183
517,EPL_UNEMP,% Population 16 Years and Over: in Labor Force: Civilian: Unemployed,0.7678933065222183,0.7678933065222183
14,% Total Population: Black or African American Alone,% Total Population: White Alone,-0.7675105489686163,0.7675105489686163
2,% Total Population: White Alone,% Total Population: Black or African American Alone,-0.7675105489686163,0.7675105489686163
821,SPL_THEMES,EPL_POV150,0.7669796867313416,0.7669796867313416
511,EPL_POV150,SPL_THEMES,0.7669796867313416,0.7669796867313416
850,RPL_THEMES,EPL_POV150,0.7653031462277851,0.7653031462277851
512,EPL_POV150,RPL_THEMES,0.7653031462277851,0.7653031462277851
1304,EP_AFAM,% Total Population: White Alone,-0.764956821172315,0.764956821172315
13,% Total Population: White Alone,EP_AFAM,-0.764956821172315,0.764956821172315
178,"% Households: $100,000 or More",EPL_POV150,-0.7646183576191693,0.7646183576191693
491,EPL_POV150,"% Households: $100,000 or More",-0.7646183576191693,0.7646183576191693
746,EPL_MUNIT,EP_MUNIT,0.7643254948503797,0.7643254948503797
451,EP_MUNIT,EPL_MUNIT,0.7643254948503797,0.7643254948503797
835,SPL_THEMES,SPL_THEME4,0.755777563594907,0.755777563594907
796,SPL_THEME4,SPL_THEMES,0.755777563594907,0.755777563594907
175,"% Households: $100,000 or More",EP_POV150,-0.7547298503168454,0.7547298503168454
320,EP_POV150,"% Households: $100,000 or More",-0.7547298503168454,0.7547298503168454
815,SPL_THEMES,EP_POV150,0.7512650676454253,0.7512650676454253
338,EP_POV150,SPL_THEMES,0.7512650676454253,0.7512650676454253
263,%Total University,%Total Less than High School,-0.7507448123129355,0.7507448123129355
288,%Total Less than High School,%Total University,-0.7507448123129355,0.7507448123129355
38,% Total Population: Two or More Races,EP_HISP,0.7485979719800863,0.7485979719800863
1312,EP_HISP,% Total Population: Two or More Races,0.7485979719800863,0.7485979719800863
358,EP_NOHSDP,%Total University,-0.7484895355826183,0.7484895355826183
265,%Total University,EP_NOHSDP,-0.7484895355826183,0.7484895355826183
806,RPL_THEME4,SPL_THEMES,0.7471452864771672,0.7471452864771672
836,SPL_THEMES,RPL_THEME4,0.7471452864771672,0.7471452864771672
865,RPL_THEMES,RPL_THEME4,0.7398995772676837,0.7398995772676837
807,RPL_THEME4,RPL_THEMES,0.7398995772676837,0.7398995772676837
797,SPL_THEME4,RPL_THEMES,0.7397426295752955,0.7397426295752955
864,RPL_THEMES,SPL_THEME4,0.7397426295752955,0.7397426295752955
844,RPL_THEMES,EP_POV150,0.7395631072117582,0.7395631072117582
339,EP_POV150,RPL_THEMES,0.7395631072117582,0.7395631072117582
852,RPL_THEMES,EPL_NOHSDP,0.7378994269509371,0.7378994269509371
549,EPL_NOHSDP,RPL_THEMES,0.7378994269509371,0.7378994269509371
548,EPL_NOHSDP,SPL_THEMES,0.7362051631663392,0.7362051631663392
823,SPL_THEMES,EPL_NOHSDP,0.7362051631663392,0.7362051631663392
583,SPL_THEME1,EPL_UNEMP,0.7242838902526025,0.7242838902526025
521,EPL_UNEMP,SPL_THEME1,0.7242838902526025,0.7242838902526025
577,SPL_THEME1,EP_NOHSDP,0.7218747410369596,0.7218747410369596
366,EP_NOHSDP,SPL_THEME1,0.7218747410369596,0.7218747410369596
621,RPL_THEME1,EPL_UNEMP,0.7210971337022744,0.7210971337022744
522,EPL_UNEMP,RPL_THEME1,0.7210971337022744,0.7210971337022744
615,RPL_THEME1,EP_NOHSDP,0.719171638045608,0.719171638045608
367,EP_NOHSDP,RPL_THEME1,0.719171638045608,0.719171638045608
81,% Population 16 Years and Over: in Labor Force: Civilian: Employed,"% Households: Less than $25,000",-0.718425197480241,0.718425197480241
127,"% Households: Less than $25,000",% Population 16 Years and Over: in Labor Force: Civilian: Employed,-0.718425197480241,0.718425197480241
858,RPL_THEMES,RPL_THEME2,0.7167827902348245,0.7167827902348245
704,RPL_THEME2,RPL_THEMES,0.7167827902348245,0.7167827902348245
829,SPL_THEMES,RPL_THEME2,0.716506044343236,0.716506044343236
703,RPL_THEME2,SPL_THEMES,0.716506044343236,0.716506044343236
228,% Workers 16 Years and Over: Walked,"% Workers 16 Years and Over: Car, Truck, or Van",-0.7163616356270224,0.7163616356270224
219,"% Workers 16 Years and Over: Car, Truck, or Van",% Workers 16 Years and Over: Walked,-0.7163616356270224,0.7163616356270224
574,SPL_THEME1,%Total Less than High School,0.7118438737377502,0.7118438737377502
295,%Total Less than High School,SPL_THEME1,0.7118438737377502,0.7118438737377502
114,% Population 16 Years and Over: Not in Labor Force,EP_DISABL,0.7109044636032809,0.7109044636032809
399,EP_DISABL,% Population 16 Years and Over: Not in Labor Force,0.7109044636032809,0.7109044636032809
48,% Population 16 Years and Over: in Labor Force,EP_DISABL,-0.7109044636032809,0.7109044636032809
396,EP_DISABL,% Population 16 Years and Over: in Labor Force,-0.7109044636032809,0.7109044636032809
612,RPL_THEME1,%Total Less than High School,0.7100437810189179,0.7100437810189179
296,%Total Less than High School,RPL_THEME1,0.7100437810189179,0.7100437810189179
148,"% Households: Less than $25,000",EP_NOINT,0.7067978327348214,0.7067978327348214
1290,EP_NOINT,"% Households: Less than $25,000",0.7067978327348214,0.7067978327348214
398,EP_DISABL,% Population 16 Years and Over: in Labor Force: Civilian: Employed,-0.7054350470867925,0.7054350470867925
89,% Population 16 Years and Over: in Labor Force: Civilian: Employed,EP_DISABL,-0.7054350470867925,0.7054350470867925
67,% Population 16 Years and Over: in Labor Force: Civilian,EP_DISABL,-0.7054150494279737,0.7054150494279737
397,EP_DISABL,% Population 16 Years and Over: in Labor Force: Civilian,-0.7054150494279737,0.7054150494279737
785,EPL_GROUPQ,EP_GROUPQ,0.7041198242671299,0.7041198242671299
483,EP_GROUPQ,EPL_GROUPQ,0.7041198242671299,0.7041198242671299
141,"% Households: Less than $25,000",SPL_THEME1,0.7025600901788674,0.7025600901788674
567,SPL_THEME1,"% Households: Less than $25,000",0.7025600901788674,0.7025600901788674
692,SPL_THEME2,SPL_THEMES,0.7019780595917247,0.7019780595917247
828,SPL_THEMES,SPL_THEME2,0.7019780595917247,0.7019780595917247
648,EPL_DISABL,% Population 16 Years and Over: in Labor Force,-0.7003193976409646,0.7003193976409646
54,% Population 16 Years and Over: in Labor Force,EPL_DISABL,-0.7003193976409646,0.7003193976409646
120,% Population 16 Years and Over: Not in Labor Force,EPL_DISABL,0.7003193976409643,0.7003193976409643
651,EPL_DISABL,% Population 16 Years and Over: Not in Labor Force,0.7003193976409643,0.7003193976409643
142,"% Households: Less than $25,000",RPL_THEME1,0.699707425335523,0.699707425335523
605,RPL_THEME1,"% Households: Less than $25,000",0.699707425335523,0.699707425335523
125,"% Households: Less than $25,000",% Population 16 Years and Over: in Labor Force,-0.6992167404780736,0.6992167404780736
43,% Population 16 Years and Over: in Labor Force,"% Households: Less than $25,000",-0.6992167404780736,0.6992167404780736
128,"% Households: Less than $25,000",% Population 16 Years and Over: Not in Labor Force,0.6992167404780735,0.6992167404780735
109,% Population 16 Years and Over: Not in Labor Force,"% Households: Less than $25,000",0.6992167404780735,0.6992167404780735
693,SPL_THEME2,RPL_THEMES,0.6957818281130319,0.6957818281130319
857,RPL_THEMES,SPL_THEME2,0.6957818281130319,0.6957818281130319
73,% Population 16 Years and Over: in Labor Force: Civilian,EPL_DISABL,-0.6953961355392801,0.6953961355392801
649,EPL_DISABL,% Population 16 Years and Over: in Labor Force: Civilian,-0.6953961355392801,0.6953961355392801
650,EPL_DISABL,% Population 16 Years and Over: in Labor Force: Civilian: Employed,-0.6945245142810933,0.6945245142810933
96,% Population 16 Years and Over: in Labor Force: Civilian: Employed,EPL_DISABL,-0.6945245142810933,0.6945245142810933
150,"% Households: Less than $25,000",%NOINT,0.6942923539216618,0.6942923539216618
1356,%NOINT,"% Households: Less than $25,000",0.6942923539216618,0.6942923539216618
371,EP_NOHSDP,SPL_THEMES,0.6930663880677003,0.6930663880677003
817,SPL_THEMES,EP_NOHSDP,0.6930663880677003,0.6930663880677003
501,EPL_POV150,EPL_NOHSDP,0.6921012536691724,0.6921012536691724
541,EPL_NOHSDP,EPL_POV150,0.6921012536691724,0.6921012536691724
682,EPL_LIMENG,%LIMENG,0.6915572806101024,0.6915572806101024
1350,%LIMENG,EPL_LIMENG,0.6915572806101024,0.6915572806101024
126,"% Households: Less than $25,000",% Population 16 Years and Over: in Labor Force: Civilian,-0.6913418865659683,0.6913418865659683
62,% Population 16 Years and Over: in Labor Force: Civilian,"% Households: Less than $25,000",-0.6913418865659683,0.6913418865659683
478,EP_CROWD,EPL_CROWD,0.6907529834755399,0.6907529834755399
772,EPL_CROWD,EP_CROWD,0.6907529834755399,0.6907529834755399
30,% Total Population: Some Other Race Alone,EP_HISP,0.6887654710796367,0.6887654710796367
1311,EP_HISP,% Total Population: Some Other Race Alone,0.6887654710796367,0.6887654710796367
428,EP_LIMENG,EPL_LIMENG,0.6885801600144479,0.6885801600144479
677,EPL_LIMENG,EP_LIMENG,0.6885801600144479,0.6885801600144479
223,% Workers 16 Years and Over: Drove Alone,% Workers 16 Years and Over: Walked,-0.6879886631893428,0.6879886631893428
229,% Workers 16 Years and Over: Walked,% Workers 16 Years and Over: Drove Alone,-0.6879886631893428,0.6879886631893428
372,EP_NOHSDP,RPL_THEMES,0.6865600320411894,0.6865600320411894
846,RPL_THEMES,EP_NOHSDP,0.6865600320411894,0.6865600320411894
814,SPL_THEMES,%Total Less than High School,0.6863046544658087,0.6863046544658087
300,%Total Less than High School,SPL_THEMES,0.6863046544658087,0.6863046544658087
820,SPL_THEMES,EP_MINRTY,0.6834827119087341,0.6834827119087341
443,EP_MINRTY,SPL_THEMES,0.6834827119087341,0.6834827119087341
301,%Total Less than High School,RPL_THEMES,0.6807260236286892,0.6807260236286892
843,RPL_THEMES,%Total Less than High School,0.6807260236286892,0.6807260236286892
259,%Total University,"% Households: $100,000 or More",0.6801799453310898,0.6801799453310898
173,"% Households: $100,000 or More",%Total University,0.6801799453310898,0.6801799453310898
230,% Workers 16 Years and Over: Worked At Home,"% Workers 16 Years and Over: Car, Truck, or Van",-0.6793480167933444,0.6793480167933444
220,"% Workers 16 Years and Over: Car, Truck, or Van",% Workers 16 Years and Over: Worked At Home,-0.6793480167933444,0.6793480167933444
340,EP_POV150,EP_NOINT,0.6792731813811214,0.6792731813811214
1295,EP_NOINT,EP_POV150,0.6792731813811214,0.6792731813811214
330,EP_POV150,EPL_NOHSDP,0.6787714950825467,0.6787714950825467
537,EPL_NOHSDP,EP_POV150,0.6787714950825467,0.6787714950825467
803,RPL_THEME4,EPL_NOVEH,0.6769842602927779,0.6769842602927779
782,EPL_NOVEH,RPL_THEME4,0.6769842602927779,0.6769842602927779
849,RPL_THEMES,EP_MINRTY,0.6767229595138139,0.6767229595138139
444,EP_MINRTY,RPL_THEMES,0.6767229595138139,0.6767229595138139
793,SPL_THEME4,EPL_NOVEH,0.6762913576093826,0.6762913576093826
781,EPL_NOVEH,SPL_THEME4,0.6762913576093826,0.6762913576093826
832,SPL_THEMES,RPL_THEME3,0.6756598060265091,0.6756598060265091
740,RPL_THEME3,SPL_THEMES,0.6756598060265091,0.6756598060265091
830,SPL_THEMES,EPL_MINRTY,0.6756598060265091,0.6756598060265091
714,EPL_MINRTY,SPL_THEMES,0.6756598060265091,0.6756598060265091
727,SPL_THEME3,SPL_THEMES,0.6756598060265091,0.6756598060265091
831,SPL_THEMES,SPL_THEME3,0.6756598060265091,0.6756598060265091
741,RPL_THEME3,RPL_THEMES,0.6750760000012364,0.6750760000012364
715,EPL_MINRTY,RPL_THEMES,0.6750760000012364,0.6750760000012364
728,SPL_THEME3,RPL_THEMES,0.6750760000012364,0.6750760000012364
861,RPL_THEMES,RPL_THEME3,0.6750760000012364,0.6750760000012364
859,RPL_THEMES,EPL_MINRTY,0.6750760000012364,0.6750760000012364
860,RPL_THEMES,SPL_THEME3,0.6750760000012364,0.6750760000012364
385,EP_AGE65,%Total Adult Population,-0.6735075842021624,0.6735075842021624
305,%Total Adult Population,EP_AGE65,-0.6735075842021624,0.6735075842021624
480,EP_NOVEH,EPL_NOVEH,0.6732092860675619,0.6732092860675619
779,EPL_NOVEH,EP_NOVEH,0.6732092860675619,0.6732092860675619
307,%Total Elderly Population,%Total Adult Population,-0.6729959392091475,0.6729959392091475
304,%Total Adult Population,%Total Elderly Population,-0.6729959392091475,0.6729959392091475
86,% Population 16 Years and Over: in Labor Force: Civilian: Employed,EP_POV150,-0.6688389551734051,0.6688389551734051
315,EP_POV150,% Population 16 Years and Over: in Labor Force: Civilian: Employed,-0.6688389551734051,0.6688389551734051
260,%Total University,Median Household Income (In 2021 Inflation Adjusted Dollars),0.6686660361254165,0.6686660361254165
196,Median Household Income (In 2021 Inflation Adjusted Dollars),%Total University,0.6686660361254165,0.6686660361254165
342,EP_POV150,%NOINT,0.6680029950417171,0.6680029950417171
1361,%NOINT,EP_POV150,0.6680029950417171,0.6680029950417171
360,EP_NOHSDP,EP_POV150,0.6667877663978037,0.6667877663978037
325,EP_POV150,EP_NOHSDP,0.6667877663978037,0.6667877663978037
348,EP_UNEMP,SPL_THEME1,0.6665330485696553,0.6665330485696553
576,SPL_THEME1,EP_UNEMP,0.6665330485696553,0.6665330485696553
